Temperature,Humidity,Moisture,Soil_pH,Electrical_Conductivity,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Sulfur,Zinc,Iron,Soil_Type,Crop_Type,Soil_Health_Score,Soil_Health_Category,Recommended_Fertilizer,Fertilizer_Amount_kg_per_acre,Recommendation_Reason
37.32,86.32,57,6.55,0.63,1.41,327,25,304,19.25,1.68,8.63,Sandy,Rice,100,Excellent,Compost,500,Maintain soil organic matter.
31.54,87.23,51,6.26,0.69,0.82,321,31,298,18.78,0.75,4.91,Clay,Potato,93,Excellent,Compost,500,Maintain soil organic matter.
29.48,36.64,40,4.58,2.39,0.5,159,18,70,25.9,0.29,7.39,Red,Soybean,37,Poor,Vermicompost,150,Improve deficient nutrients.
32.02,41.05,54,6.45,0.89,0.9,275,31,151,5.49,0.63,3.4,Red,Groundnut,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
37.87,76.47,36,4.94,2.07,0.26,157,6,40,23.59,2.16,7.11,Black,Rice,32,Poor,NPK 10-26-26,150,Improve deficient nutrients.
31.72,76.46,54,6.21,1.36,0.5,183,24,137,13.93,1.37,9.24,Laterite,Rice,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
26.87,57.54,36,6.03,0.72,0.67,220,29,191,27.76,1.91,7.03,Silty,Groundnut,79,Healthy,DAP,100,Correct moderate nutrient imbalance.
26.48,42.48,24,4.55,2.39,0.37,136,7,70,8.02,1.1,8.63,Sandy,Tomato,35,Poor,Urea,150,Improve deficient nutrients.
33.72,54.01,63,6.36,0.87,1.48,413,49,298,6.5,1.83,4.97,Red,Wheat,85,Excellent,Compost,500,Maintain soil organic matter.
30.49,31.84,54,6.59,0.46,1.38,358,60,204,11.17,1.81,9.38,Silty,Sugarcane,97,Excellent,Compost,500,Maintain soil organic matter.
29.96,74.64,20,8.22,2.5,0.44,120,17,56,11.16,1.49,3.88,Black,Soybean,38,Poor,DAP,150,Improve deficient nutrients.
29.25,40.16,22,8.21,2.3,0.4,146,8,75,22.48,1.6,4.8,Loamy,Maize,21,Poor,DAP,150,Improve deficient nutrients.
28.81,33.74,36,4.95,2.74,0.21,108,17,81,26.44,0.5,9.06,Clay,Maize,53,Poor,NPK 10-26-26,150,Improve deficient nutrients.
20.15,60.6,59,6.79,0.25,0.84,302,45,251,24.63,2.16,2.03,Laterite,Cotton,96,Excellent,Compost,500,Maintain soil organic matter.
31.05,76.77,35,6.12,1.09,0.51,207,28,178,12.89,2.46,8.93,Red,Tomato,79,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
34.72,65.27,35,8.02,1.52,0.13,67,18,60,15.66,2.21,3.46,Sandy,Groundnut,40,Poor,Vermicompost,150,Improve deficient nutrients.
32.37,49.09,51,6.19,0.59,0.59,282,25,149,5.43,2.34,5.19,Loamy,Potato,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
35.36,34.1,37,7.29,1.45,0.67,235,20,143,23.53,2.14,9.94,Silty,Millet,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
20.72,63.66,35,5.01,1.92,0.19,80,5,97,6.99,1.17,2.07,Loamy,Rice,52,Poor,NPK 10-26-26,150,Improve deficient nutrients.
39.12,88.57,22,8.94,2.73,0.25,95,17,120,9.35,0.87,7.0,Silty,Potato,59,Poor,NPK 10-26-26,150,Improve deficient nutrients.
24.14,91.4,60,6.99,0.58,1.33,356,55,234,24.75,0.49,4.57,Clay,Soybean,92,Excellent,Compost,500,Maintain soil organic matter.
29.9,42.92,67,6.57,0.25,1.14,300,37,312,27.49,0.91,2.81,Loamy,Wheat,81,Excellent,Compost,500,Maintain soil organic matter.
33.19,66.3,69,6.71,0.54,1.24,400,39,190,11.13,0.37,9.29,Black,Sugarcane,85,Excellent,Compost,500,Maintain soil organic matter.
23.36,84.01,34,9.0,1.51,0.42,109,9,65,7.33,1.24,2.42,Black,Rice,49,Poor,MOP,150,Improve deficient nutrients.
35.35,90.27,37,8.95,2.55,0.31,169,18,68,26.0,0.21,2.43,Silty,Wheat,49,Poor,DAP,150,Improve deficient nutrients.
29.31,30.33,53,6.24,0.85,0.98,376,45,299,22.28,1.15,3.57,Black,Sugarcane,91,Excellent,Compost,500,Maintain soil organic matter.
23.57,71.34,60,7.58,1.01,0.76,246,33,132,21.86,1.62,7.03,Black,Millet,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.16,60.89,34,8.49,1.99,0.3,127,15,44,6.09,1.94,5.39,Silty,Cotton,37,Poor,DAP,150,Improve deficient nutrients.
28.43,33.74,48,6.31,0.53,0.93,305,39,293,25.03,1.71,8.74,Black,Soybean,88,Excellent,Compost,500,Maintain soil organic matter.
22.22,72.28,39,5.94,1.43,0.58,231,28,145,5.53,2.41,6.9,Sandy,Sugarcane,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
28.98,44.23,58,6.03,1.29,0.67,258,24,209,23.27,0.84,5.55,Clay,Sugarcane,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
21.7,76.58,23,8.73,2.09,0.15,48,18,52,7.65,1.04,3.17,Sandy,Rice,26,Poor,Vermicompost,150,Improve deficient nutrients.
22.8,88.37,22,8.77,2.15,0.46,153,15,88,5.65,1.42,9.94,Clay,Sugarcane,53,Poor,MOP,150,Improve deficient nutrients.
32.34,78.5,40,4.5,1.79,0.25,86,14,56,14.88,1.25,8.24,Sandy,Millet,33,Poor,NPK 10-26-26,150,Improve deficient nutrients.
39.05,64.27,21,4.74,2.93,0.44,76,11,80,24.91,0.76,2.41,Red,Groundnut,43,Poor,DAP,150,Improve deficient nutrients.
34.24,33.58,57,6.61,0.38,0.84,314,41,258,12.11,2.07,2.3,Sandy,Rice,91,Excellent,Compost,500,Maintain soil organic matter.
33.7,90.05,31,4.98,2.62,0.19,178,14,96,7.94,0.41,2.59,Red,Maize,49,Poor,Vermicompost,150,Improve deficient nutrients.
31.95,43.14,42,7.65,1.46,0.83,203,20,129,5.36,2.44,7.63,Silty,Wheat,62,Healthy,DAP,100,Correct moderate nutrient imbalance.
33.66,60.12,53,6.79,0.81,0.74,298,15,208,8.81,0.66,6.68,Silty,Millet,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
29.55,91.92,55,7.55,0.56,0.68,229,16,175,28.93,0.46,7.6,Clay,Cotton,63,Healthy,DAP,100,Correct moderate nutrient imbalance.
36.73,75.27,50,6.93,1.35,0.53,220,24,124,25.09,0.59,6.72,Clay,Cotton,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
34.49,42.52,46,6.21,0.72,1.44,372,57,234,10.25,1.15,5.73,Laterite,Millet,94,Excellent,Compost,500,Maintain soil organic matter.
24.64,67.42,42,7.47,1.39,0.78,271,23,135,5.61,1.96,8.4,Black,Groundnut,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.4,45.67,56,6.5,0.91,1.28,332,51,276,6.22,1.97,7.5,Black,Millet,98,Excellent,Compost,500,Maintain soil organic matter.
38.61,32.67,54,6.65,0.49,1.06,299,35,251,28.68,1.05,9.15,Red,Millet,97,Excellent,Compost,500,Maintain soil organic matter.
31.14,61.06,31,4.95,1.58,0.12,89,14,79,7.79,2.46,4.02,Black,Rice,29,Poor,DAP,150,Improve deficient nutrients.
22.17,64.99,54,7.09,0.25,1.34,284,39,307,19.1,1.37,6.35,Loamy,Potato,96,Excellent,Compost,500,Maintain soil organic matter.
33.64,36.01,21,5.49,1.92,0.42,170,17,106,20.65,2.4,6.38,Black,Sugarcane,24,Poor,NPK 10-26-26,150,Improve deficient nutrients.
31.05,50.06,47,6.79,1.33,0.59,286,33,200,11.92,0.91,4.89,Black,Groundnut,61,Healthy,DAP,100,Correct moderate nutrient imbalance.
22.16,35.26,40,7.05,0.84,0.57,249,30,202,24.76,1.58,7.97,Black,Maize,63,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
24.47,30.02,42,6.43,0.54,0.72,252,28,174,6.23,2.15,7.48,Silty,Cotton,66,Healthy,DAP,100,Correct moderate nutrient imbalance.
23.53,73.44,46,6.54,0.43,1.4,310,45,307,15.76,1.83,3.7,Red,Millet,93,Excellent,Compost,500,Maintain soil organic matter.
31.27,52.04,18,5.12,1.71,0.35,172,5,53,22.53,2.05,4.18,Black,Wheat,26,Poor,NPK 10-26-26,150,Improve deficient nutrients.
33.19,42.0,17,5.32,2.7,0.39,46,6,80,21.7,1.83,6.92,Silty,Tomato,54,Poor,DAP,150,Improve deficient nutrients.
30.8,51.88,69,6.59,0.69,0.82,337,38,207,28.94,0.82,3.48,Loamy,Sugarcane,99,Excellent,Compost,500,Maintain soil organic matter.
36.48,38.24,22,5.33,2.7,0.4,57,15,90,23.93,2.37,4.74,Laterite,Maize,50,Poor,NPK 10-26-26,150,Improve deficient nutrients.
21.61,91.35,55,7.06,0.26,1.2,337,59,237,26.73,2.07,2.43,Loamy,Potato,93,Excellent,Compost,500,Maintain soil organic matter.
19.99,86.07,22,8.9,2.62,0.15,83,7,96,6.17,0.52,2.07,Red,Potato,58,Poor,Vermicompost,150,Improve deficient nutrients.
26.6,76.35,39,4.53,2.47,0.49,161,5,44,11.14,0.99,2.57,Sandy,Tomato,35,Poor,NPK 10-26-26,150,Improve deficient nutrients.
19.33,79.59,55,7.41,1.1,0.57,247,34,124,13.43,2.18,3.96,Silty,Millet,61,Healthy,DAP,100,Correct moderate nutrient imbalance.
26.29,43.41,15,4.99,2.99,0.23,133,15,93,9.83,2.49,7.53,Loamy,Maize,33,Poor,NPK 10-26-26,150,Improve deficient nutrients.
18.94,78.12,62,6.91,0.54,1.01,363,28,231,22.9,1.36,6.18,Sandy,Rice,100,Excellent,Compost,500,Maintain soil organic matter.
30.05,44.78,70,6.3,0.74,1.05,313,59,234,16.51,0.7,7.6,Clay,Potato,83,Excellent,Compost,500,Maintain soil organic matter.
26.52,35.27,36,4.72,2.23,0.27,136,5,87,9.23,0.89,7.04,Laterite,Soybean,22,Poor,MOP,150,Improve deficient nutrients.
33.2,37.95,69,6.3,0.71,1.05,331,25,197,14.93,1.64,9.77,Silty,Wheat,87,Excellent,Compost,500,Maintain soil organic matter.
31.64,63.98,69,6.26,0.57,1.16,336,43,274,22.16,2.43,4.38,Loamy,Groundnut,90,Excellent,Compost,500,Maintain soil organic matter.
26.47,35.88,69,6.63,0.32,1.4,418,48,205,10.28,2.19,8.02,Clay,Wheat,83,Excellent,Compost,500,Maintain soil organic matter.
39.85,60.3,17,8.2,2.76,0.23,168,7,96,5.94,1.38,3.05,Loamy,Maize,23,Poor,Vermicompost,150,Improve deficient nutrients.
27.36,31.74,40,7.03,0.51,0.84,233,16,213,23.94,2.07,3.97,Black,Millet,65,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.15,49.22,63,6.41,0.49,0.87,407,58,318,17.33,1.99,7.92,Red,Soybean,85,Excellent,Compost,500,Maintain soil organic matter.
27.59,38.96,53,6.84,0.34,1.44,318,60,308,21.28,0.34,3.37,Silty,Rice,95,Excellent,Compost,500,Maintain soil organic matter.
21.4,76.52,22,8.11,2.24,0.16,143,9,100,27.28,2.27,4.81,Black,Cotton,20,Poor,DAP,150,Improve deficient nutrients.
19.9,36.02,36,6.37,1.39,0.75,264,19,140,19.47,1.02,2.63,Clay,Wheat,72,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
30.43,40.63,47,6.34,0.88,0.96,288,37,228,25.39,1.25,9.2,Black,Groundnut,84,Excellent,Compost,500,Maintain soil organic matter.
37.14,68.4,58,7.14,1.27,0.89,287,20,210,11.6,2.26,5.69,Silty,Potato,63,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
21.83,51.9,20,5.37,1.81,0.22,154,17,116,12.92,1.92,4.96,Loamy,Cotton,37,Poor,Vermicompost,150,Improve deficient nutrients.
39.6,46.18,47,5.8,0.66,0.8,275,34,129,12.33,2.25,4.33,Black,Soybean,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.32,44.14,46,6.54,0.33,1.27,298,52,238,17.86,1.44,6.35,Loamy,Groundnut,91,Excellent,Compost,500,Maintain soil organic matter.
26.35,57.91,70,7.11,0.21,0.86,351,42,274,6.19,2.17,7.16,Red,Potato,83,Excellent,Compost,500,Maintain soil organic matter.
34.39,55.63,43,6.42,0.98,0.7,234,32,188,13.73,1.31,4.23,Black,Groundnut,69,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
22.38,85.11,45,6.1,0.76,0.6,259,25,206,24.09,0.65,4.35,Laterite,Cotton,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
28.7,66.94,47,7.19,0.54,0.91,280,32,295,23.91,0.86,9.18,Clay,Sugarcane,87,Excellent,Compost,500,Maintain soil organic matter.
26.35,90.13,52,7.68,0.88,0.64,213,23,178,12.25,2.05,7.26,Loamy,Sugarcane,79,Healthy,DAP,100,Correct moderate nutrient imbalance.
39.99,87.57,42,5.99,0.73,0.85,214,34,129,23.87,1.07,2.14,Sandy,Tomato,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
35.34,50.81,24,5.24,2.49,0.28,119,10,102,18.25,1.77,9.61,Loamy,Potato,32,Poor,Vermicompost,150,Improve deficient nutrients.
31.39,52.77,70,6.4,0.93,1.37,328,60,316,15.8,1.29,3.66,Loamy,Wheat,96,Excellent,Compost,500,Maintain soil organic matter.
37.05,36.78,68,6.53,0.7,1.31,314,50,194,13.35,2.26,9.46,Sandy,Groundnut,99,Excellent,Compost,500,Maintain soil organic matter.
21.12,84.74,55,5.86,0.95,0.88,244,17,153,25.63,1.63,8.52,Black,Potato,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.63,57.17,23,8.17,1.81,0.16,133,12,42,10.9,0.34,8.1,Red,Millet,40,Poor,NPK 10-26-26,150,Improve deficient nutrients.
18.09,58.8,40,6.67,1.21,0.56,233,26,207,16.61,1.1,8.4,Silty,Wheat,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.34,89.96,57,6.96,1.26,0.59,276,32,212,20.88,1.23,5.08,Red,Tomato,69,Healthy,DAP,100,Correct moderate nutrient imbalance.
18.24,48.44,68,6.79,0.35,1.12,374,29,201,7.93,0.44,3.4,Sandy,Millet,81,Excellent,Compost,500,Maintain soil organic matter.
29.63,54.22,45,7.2,0.88,0.81,298,32,259,19.36,0.67,3.68,Silty,Millet,82,Excellent,Compost,500,Maintain soil organic matter.
37.32,84.36,70,7.15,0.57,0.87,377,27,301,21.05,0.61,6.57,Black,Potato,83,Excellent,Compost,500,Maintain soil organic matter.
19.85,51.28,36,8.69,2.58,0.33,66,9,71,8.07,2.0,5.97,Loamy,Groundnut,35,Poor,Urea,150,Improve deficient nutrients.
25.48,77.67,60,6.93,0.75,0.74,225,35,208,26.13,1.56,2.4,Red,Soybean,61,Healthy,DAP,100,Correct moderate nutrient imbalance.
20.38,83.42,22,8.98,2.78,0.47,65,17,59,18.01,1.09,4.31,Loamy,Millet,56,Poor,Vermicompost,150,Improve deficient nutrients.
24.94,30.98,45,7.12,0.72,0.67,223,25,162,17.97,0.48,8.06,Red,Maize,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
22.15,45.92,37,6.17,0.74,0.73,246,31,138,10.57,0.31,5.47,Loamy,Wheat,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
18.17,87.27,45,7.31,1.29,0.71,227,33,194,15.42,1.85,3.63,Laterite,Rice,71,Healthy,DAP,100,Correct moderate nutrient imbalance.
18.36,89.7,53,6.99,0.97,1.12,286,27,198,22.49,1.75,7.08,Sandy,Potato,93,Excellent,Compost,500,Maintain soil organic matter.
33.73,33.94,48,7.15,0.57,0.64,282,33,139,26.28,1.41,7.55,Loamy,Cotton,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.89,49.48,34,5.33,2.82,0.47,146,17,90,12.22,0.29,7.82,Silty,Rice,48,Poor,NPK 10-26-26,150,Improve deficient nutrients.
32.41,51.45,50,6.75,0.5,0.81,294,52,224,24.93,2.3,6.2,Laterite,Wheat,88,Excellent,Compost,500,Maintain soil organic matter.
22.91,85.11,47,6.86,0.65,0.88,379,54,254,28.54,0.2,9.86,Loamy,Sugarcane,98,Excellent,Compost,500,Maintain soil organic matter.
34.15,79.86,33,8.38,2.68,0.35,149,5,76,18.91,2.06,4.68,Laterite,Wheat,27,Poor,DAP,150,Improve deficient nutrients.
36.62,77.33,16,5.18,1.93,0.42,158,9,110,5.34,1.7,7.95,Laterite,Sugarcane,27,Poor,DAP,150,Improve deficient nutrients.
29.37,75.34,52,7.04,0.34,0.91,395,44,293,16.07,1.9,2.16,Red,Groundnut,91,Excellent,Compost,500,Maintain soil organic matter.
28.95,71.29,60,7.08,0.93,1.18,297,32,288,27.42,2.39,2.9,Loamy,Wheat,93,Excellent,Compost,500,Maintain soil organic matter.
28.71,67.68,64,6.47,0.73,1.12,368,58,285,14.08,1.77,6.57,Black,Sugarcane,91,Excellent,Compost,500,Maintain soil organic matter.
23.58,51.72,64,6.73,0.78,0.99,347,56,238,26.98,1.21,7.62,Laterite,Cotton,86,Excellent,Compost,500,Maintain soil organic matter.
36.85,79.53,21,8.69,2.12,0.38,129,13,79,19.05,1.51,5.02,Red,Soybean,30,Poor,Vermicompost,150,Improve deficient nutrients.
38.65,80.72,25,8.5,1.55,0.3,79,18,43,19.64,2.37,5.41,Silty,Groundnut,42,Poor,DAP,150,Improve deficient nutrients.
34.13,45.02,46,6.83,0.8,1.23,387,50,247,17.77,0.28,4.55,Black,Cotton,99,Excellent,Compost,500,Maintain soil organic matter.
23.63,49.86,64,6.88,0.49,0.97,340,26,269,24.6,0.75,7.94,Red,Millet,91,Excellent,Compost,500,Maintain soil organic matter.
32.13,64.39,51,6.54,0.83,1.41,410,54,199,11.42,0.39,4.48,Red,Sugarcane,83,Excellent,Compost,500,Maintain soil organic matter.
37.76,43.77,66,6.62,0.48,1.27,328,41,305,29.52,0.86,2.52,Silty,Soybean,96,Excellent,Compost,500,Maintain soil organic matter.
29.81,38.56,44,6.12,1.07,0.53,202,29,155,10.16,0.21,5.84,Laterite,Wheat,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
35.9,53.73,56,7.74,0.92,0.77,208,26,129,6.59,0.31,2.4,Red,Wheat,79,Healthy,DAP,100,Correct moderate nutrient imbalance.
36.14,89.05,34,8.51,2.38,0.41,80,12,87,7.63,0.24,7.99,Clay,Maize,57,Poor,Urea,150,Improve deficient nutrients.
38.63,65.81,20,5.03,2.03,0.48,140,8,115,5.44,1.19,4.93,Laterite,Wheat,34,Poor,NPK 10-26-26,150,Improve deficient nutrients.
31.43,30.25,59,7.08,0.75,1.05,396,51,296,17.41,1.84,4.36,Black,Tomato,94,Excellent,Compost,500,Maintain soil organic matter.
27.75,33.12,20,4.94,1.93,0.36,95,6,67,5.22,2.17,4.5,Silty,Millet,39,Poor,Urea,150,Improve deficient nutrients.
32.66,62.63,70,6.8,0.29,1.17,393,41,264,7.27,2.28,2.7,Black,Maize,88,Excellent,Compost,500,Maintain soil organic matter.
29.67,70.23,49,6.66,0.24,1.27,319,59,218,16.06,2.21,2.23,Clay,Rice,92,Excellent,Compost,500,Maintain soil organic matter.
36.71,89.87,53,6.86,0.72,1.11,309,53,266,14.85,0.58,3.95,Black,Tomato,99,Excellent,Compost,500,Maintain soil organic matter.
38.98,47.41,55,6.94,0.76,1.39,280,56,297,17.72,1.01,3.5,Laterite,Rice,93,Excellent,Compost,500,Maintain soil organic matter.
26.91,42.03,56,6.24,0.57,1.48,318,41,211,23.86,1.73,6.59,Sandy,Sugarcane,99,Excellent,Compost,500,Maintain soil organic matter.
33.6,88.74,27,8.83,2.11,0.34,65,17,101,7.75,1.79,9.9,Clay,Maize,39,Poor,Urea,150,Improve deficient nutrients.
26.46,51.97,43,6.78,0.51,0.63,195,27,162,6.6,0.53,4.57,Clay,Wheat,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
37.73,79.79,70,6.86,0.68,1.26,420,33,204,6.27,2.44,8.14,Loamy,Soybean,86,Excellent,Compost,500,Maintain soil organic matter.
36.23,74.78,42,7.34,1.22,0.67,196,35,199,11.02,1.05,3.87,Clay,Groundnut,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.59,42.72,36,7.55,0.9,0.86,182,24,181,6.11,2.38,6.15,Black,Potato,67,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
20.78,64.97,45,7.45,1.01,0.79,268,15,163,9.06,2.44,4.8,Loamy,Maize,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
21.69,72.87,29,5.3,2.01,0.21,140,13,68,26.12,0.21,7.82,Loamy,Soybean,40,Poor,MOP,150,Improve deficient nutrients.
29.27,63.12,37,8.52,2.52,0.28,171,9,111,25.43,1.24,2.93,Laterite,Soybean,39,Poor,MOP,150,Improve deficient nutrients.
33.78,62.56,25,5.09,2.55,0.47,129,9,60,20.84,2.43,5.44,Black,Rice,33,Poor,Vermicompost,150,Improve deficient nutrients.
37.83,54.12,19,8.19,1.61,0.19,69,15,76,25.98,0.44,8.95,Clay,Rice,58,Poor,Urea,150,Improve deficient nutrients.
29.98,48.69,56,6.07,0.71,0.69,185,29,126,24.12,0.42,9.52,Clay,Sugarcane,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
22.23,75.52,46,6.17,0.83,0.85,204,18,205,23.47,1.77,3.59,Red,Maize,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.2,90.99,68,7.03,0.47,1.13,341,25,306,17.23,0.53,6.84,Silty,Soybean,99,Excellent,Compost,500,Maintain soil organic matter.
26.2,53.12,51,7.03,0.77,1.04,310,47,210,11.38,1.49,4.78,Silty,Rice,96,Excellent,Compost,500,Maintain soil organic matter.
38.28,90.95,37,6.68,1.21,0.55,206,29,199,19.31,2.12,4.86,Red,Cotton,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
34.89,41.57,58,7.78,0.59,0.62,260,27,185,11.26,1.84,6.27,Silty,Wheat,72,Healthy,DAP,100,Correct moderate nutrient imbalance.
20.55,61.09,54,6.85,0.64,0.79,269,32,178,10.38,0.21,2.29,Red,Soybean,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.56,45.34,17,8.09,1.92,0.19,134,13,89,21.75,1.08,6.15,Black,Sugarcane,32,Poor,MOP,150,Improve deficient nutrients.
24.47,35.55,18,5.37,1.7,0.18,129,17,51,6.31,2.49,3.42,Black,Maize,53,Poor,Vermicompost,150,Improve deficient nutrients.
36.37,92.68,53,6.45,0.32,1.19,374,35,259,21.52,1.15,7.74,Black,Millet,98,Excellent,Compost,500,Maintain soil organic matter.
34.69,65.88,50,7.32,0.93,0.57,265,27,185,24.77,0.22,9.59,Loamy,Cotton,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
39.53,33.48,22,8.31,1.63,0.29,129,17,104,9.03,0.89,5.23,Loamy,Rice,49,Poor,MOP,150,Improve deficient nutrients.
25.73,56.34,35,7.57,0.52,0.82,297,35,209,28.01,2.18,9.06,Sandy,Groundnut,73,Healthy,DAP,100,Correct moderate nutrient imbalance.
33.29,33.79,38,6.26,0.94,0.84,275,28,158,21.32,1.68,7.38,Laterite,Rice,78,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
32.38,60.14,37,6.49,1.26,0.51,214,24,135,5.83,0.63,7.03,Black,Sugarcane,77,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
30.15,61.24,36,5.94,1.34,0.82,228,27,174,26.52,0.82,4.94,Black,Groundnut,75,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
19.11,37.38,47,7.65,1.49,0.53,234,23,176,15.4,1.22,4.13,Clay,Cotton,71,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.65,31.97,15,5.29,2.52,0.44,46,8,87,19.89,0.54,6.48,Black,Groundnut,45,Poor,NPK 10-26-26,150,Improve deficient nutrients.
28.53,81.16,17,5.25,2.07,0.13,138,8,53,16.02,1.79,5.59,Silty,Groundnut,22,Poor,DAP,150,Improve deficient nutrients.
25.95,63.67,53,7.3,1.0,0.85,279,33,143,5.92,1.0,3.16,Red,Cotton,72,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
26.12,41.74,45,6.89,0.97,0.69,226,32,134,13.2,1.83,6.48,Red,Sugarcane,79,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.59,37.2,45,6.88,1.5,0.87,188,25,152,21.45,1.81,4.66,Clay,Cotton,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
34.73,62.0,16,4.54,1.7,0.15,87,15,42,21.13,0.81,6.11,Black,Maize,22,Poor,Urea,150,Improve deficient nutrients.
24.29,64.85,38,7.48,1.14,0.77,290,18,161,17.26,1.5,8.46,Sandy,Potato,63,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.36,68.61,32,8.33,1.9,0.31,59,8,120,26.57,1.62,5.26,Silty,Millet,31,Poor,MOP,150,Improve deficient nutrients.
18.77,67.92,60,6.27,0.34,1.27,346,59,257,8.51,0.57,6.5,Red,Maize,94,Excellent,Compost,500,Maintain soil organic matter.
21.97,69.8,58,6.99,1.09,0.86,213,17,136,26.42,1.65,7.84,Clay,Potato,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.93,87.21,47,7.79,1.45,0.9,227,27,146,27.74,1.1,8.47,Laterite,Maize,72,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
20.42,51.67,28,8.76,2.43,0.13,115,11,68,18.38,1.12,3.7,Red,Tomato,59,Poor,Urea,150,Improve deficient nutrients.
39.89,92.32,35,8.41,2.53,0.41,139,8,63,20.3,1.22,6.29,Laterite,Cotton,34,Poor,Urea,150,Improve deficient nutrients.
27.56,88.09,46,6.87,0.66,1.42,354,42,228,5.33,0.5,3.63,Red,Wheat,92,Excellent,Compost,500,Maintain soil organic matter.
31.93,46.91,40,5.32,2.27,0.24,163,10,41,15.7,1.12,6.17,Laterite,Rice,31,Poor,DAP,150,Improve deficient nutrients.
18.13,72.08,36,8.03,2.66,0.12,180,17,75,26.78,0.86,9.17,Loamy,Maize,48,Poor,DAP,150,Improve deficient nutrients.
20.95,39.13,37,7.52,0.77,0.72,280,29,156,21.33,1.62,2.96,Clay,Tomato,65,Healthy,DAP,100,Correct moderate nutrient imbalance.
26.65,37.42,37,6.73,0.97,0.7,231,34,184,29.13,2.35,4.22,Laterite,Wheat,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
34.87,74.31,31,8.12,1.61,0.48,44,5,46,18.99,1.76,2.83,Sandy,Potato,22,Poor,NPK 10-26-26,150,Improve deficient nutrients.
18.54,35.95,62,6.88,0.32,1.04,337,50,234,14.7,0.57,5.95,Loamy,Rice,97,Excellent,Compost,500,Maintain soil organic matter.
33.27,33.52,32,4.7,1.89,0.22,130,13,40,27.37,1.45,8.92,Loamy,Sugarcane,45,Poor,Vermicompost,150,Improve deficient nutrients.
37.63,35.92,48,7.05,1.18,0.66,222,29,121,26.96,1.07,7.04,Red,Cotton,73,Healthy,DAP,100,Correct moderate nutrient imbalance.
31.53,42.21,50,6.81,0.69,1.1,411,59,295,29.63,2.23,3.43,Silty,Soybean,94,Excellent,Compost,500,Maintain soil organic matter.
39.23,70.38,59,7.39,0.61,0.8,227,29,198,17.5,0.44,9.08,Silty,Sugarcane,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
27.57,56.96,52,6.38,0.63,0.92,400,58,304,28.78,1.06,7.65,Sandy,Potato,91,Excellent,Compost,500,Maintain soil organic matter.
